,Series Code,Series Name
1018,PV.PER.RNK.UPPER,"Political Stability and Absence of Violence/Terrorism: Percentile Rank, Upper Bound of 90% Confidence Interval"
1019,PV.STD.ERR,Political Stability and Absence of Violence/Terrorism: Standard Error
1020,SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)"
1021,SP.POP.0004.MA.5Y,"Population ages 00-04, male (% of male population)"
1022,SP.POP.0014.TO.ZS,Population ages 0-14 (% of total population)
1023,SP.POP.0014.FE.IN,"Population ages 0-14, female"
1024,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)"
1025,SP.POP.0014.MA.IN,"Population ages 0-14, male"
1026,SP.POP.0014.MA.ZS,"Population ages 0-14, male (% of male population)"
1027,SP.POP.0014.TO,"Population ages 0-14, total"
1028,SP.POP.0509.FE.5Y,"Population ages 05-09, female (% of female population)"
1029,SP.POP.0509.MA.5Y,"Population ages 05-09, male (% of male population)"
1030,SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)"
1031,SP.POP.1014.MA.5Y,"Population ages 10-14, male (% of male population)"
1032,SP.POP.1519.FE.5Y,"Population ages 15-19, female (% of female population)"
1033,SP.POP.1519.MA.5Y,"Population ages 15-19, male (% of male population)"
1034,SP.POP.1564.TO.ZS,Population ages 15-64 (% of total population)
1035,SP.POP.1564.FE.IN,"Population ages 15-64, female"
1036,SP.POP.1564.FE.ZS,"Population ages 15-64, female (% of female population)"
1037,SP.POP.1564.MA.IN,"Population ages 15-64, male"
1038,SP.POP.1564.MA.ZS,"Population ages 15-64, male (% of male population)"
1039,SP.POP.1564.TO,"Population ages 15-64, total"
1040,SP.POP.2024.FE.5Y,"Population ages 20-24, female (% of female population)"
1041,SP.POP.2024.MA.5Y,"Population ages 20-24, male (% of male population)"
1042,SP.POP.2529.FE.5Y,"Population ages 25-29, female (% of female population)"
1043,SP.POP.2529.MA.5Y,"Population ages 25-29, male (% of male population)"
1044,SP.POP.3034.FE.5Y,"Population ages 30-34, female (% of female population)"
1045,SP.POP.3034.MA.5Y,"Population ages 30-34, male (% of male population)"
1046,SP.POP.3539.FE.5Y,"Population ages 35-39, female (% of female population)"
1047,SP.POP.3539.MA.5Y,"Population ages 35-39, male (% of male population)"
1048,SP.POP.4044.FE.5Y,"Population ages 40-44, female (% of female population)"
1049,SP.POP.4044.MA.5Y,"Population ages 40-44, male (% of male population)"
1050,SP.POP.4549.FE.5Y,"Population ages 45-49, female (% of female population)"
1051,SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)"
1052,SP.POP.5054.FE.5Y,"Population ages 50-54, female (% of female population)"
1053,SP.POP.5054.MA.5Y,"Population ages 50-54, male (% of male population)"
1054,SP.POP.5559.FE.5Y,"Population ages 55-59, female (% of female population)"
1055,SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)"
1056,SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)"
1057,SP.POP.6064.MA.5Y,"Population ages 60-64, male (% of male population)"
1058,SP.POP.65UP.TO.ZS,Population ages 65 and above (% of total population)
1059,SP.POP.65UP.FE.IN,"Population ages 65 and above, female"
1060,SP.POP.65UP.FE.ZS,"Population ages 65 and above, female (% of female population)"
1061,SP.POP.65UP.MA.IN,"Population ages 65 and above, male"
1062,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)"
1063,SP.POP.65UP.TO,"Population ages 65 and above, total"
1064,SP.POP.6569.FE.5Y,"Population ages 65-69, female (% of female population)"
1065,SP.POP.6569.MA.5Y,"Population ages 65-69, male (% of male population)"
1066,SP.POP.7074.FE.5Y,"Population ages 70-74, female (% of female population)"
1067,SP.POP.7074.MA.5Y,"Population ages 70-74, male (% of male population)"
1068,SP.POP.7579.FE.5Y,"Population ages 75-79, female (% of female population)"
1069,SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)"
1070,SP.POP.80UP.FE.5Y,"Population ages 80 and above, female (% of female population)"
1071,SP.POP.80UP.MA.5Y,"Population ages 80 and above, male (% of male population)"
1072,EN.POP.DNST,Population density (people per sq. km of land area)
1073,SP.POP.GROW,Population growth (annual %)
1074,EN.URB.LCTY,Population in largest city
1075,EN.URB.LCTY.UR.ZS,Population in the largest city (% of urban population)
1076,EN.URB.MCTY,Population in urban agglomerations of more than 1 million
1077,EN.URB.MCTY.TL.ZS,Population in urban agglomerations of more than 1 million (% of total population)
1078,EN.POP.EL5M.ZS,Population living in areas where elevation is below 5 meters (% of total population)
1079,EN.POP.SLUM.UR.ZS,Population living in slums (% of urban population)
1080,SP.POP.TOTL.FE.IN,"Population, female"
1081,SP.POP.TOTL.FE.ZS,"Population, female (% of total population)"
1082,SP.POP.TOTL.MA.IN,"Population, male"
1083,SP.POP.TOTL.MA.ZS,"Population, male (% of total population)"
1084,SP.POP.TOTL,"Population, total"
1085,BX.PEF.TOTL.CD.WD,"Portfolio equity, net inflows (BoP, current US$)"
1086,DT.NFL.BOND.CD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)"
1087,BN.KLT.PTXL.CD,"Portfolio investment, net (BoP, current US$)"
1088,SI.POV.GAPS,Poverty gap at $2.15 a day (2017 PPP) (%)
1089,SI.POV.LMIC.GP,Poverty gap at $3.65 a day (2017 PPP) (%)
1090,SI.POV.UMIC.GP,Poverty gap at $6.85 a day (2017 PPP) (%)
1091,SI.POV.DDAY,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)
1092,SI.POV.LMIC,Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)
1093,SI.POV.UMIC,Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)
1094,SI.POV.NAHC,Poverty headcount ratio at national poverty lines (% of population)
1095,SI.POV.SOPO,Poverty headcount ratio at societal poverty line (% of population)
1096,IC.ELC.OUTG,Power outages in firms in a typical month (number)
1097,DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)"
1098,DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)"
1099,DT.DOD.MIBR.CD,"PPG, IBRD (DOD, current US$)"
1100,DT.DOD.MIDA.CD,"PPG, IDA (DOD, current US$)"
1101,DT.NFL.OFFT.CD,"PPG, official creditors (NFL, US$)"
1102,DT.NFL.PROP.CD,"PPG, other private creditors (NFL, current US$)"
1103,DT.NFL.PRVT.CD,"PPG, private creditors (NFL, US$)"
1104,PA.NUS.PPP,"PPP conversion factor, GDP (LCU per international $)"
1105,PA.NUS.PRVT.PP,"PPP conversion factor, private consumption (LCU per international $)"
1106,SH.STA.ANVC.ZS,Pregnant women receiving prenatal care (%)
1107,SE.PRE.DURS,"Preprimary education, duration (years)"
1108,DT.DOD.PVLX.EX.ZS,"Present value of external debt (% of exports of goods, services and primary income)"
1109,DT.DOD.PVLX.GN.ZS,Present value of external debt (% of GNI)
1110,DT.DOD.PVLX.CD,Present value of external debt (current US$)
1111,SH.ANM.CHLD.ZS,Prevalence of anemia among children (% of children ages 6-59 months)
1112,SH.ANM.NPRG.ZS,Prevalence of anemia among non-pregnant women (% of women ages 15-49)
1113,SH.PRG.ANEM,Prevalence of anemia among pregnant women (%)
1114,SH.ANM.ALLW.ZS,Prevalence of anemia among women of reproductive age (% of women ages 15-49)
1115,SH.PRV.SMOK,Prevalence of current tobacco use (% of adults)
1116,SH.PRV.SMOK.FE,"Prevalence of current tobacco use, females (% of female adults)"
1117,SH.PRV.SMOK.MA,"Prevalence of current tobacco use, males (% of male adults)"
1118,SH.HIV.1524.FE.ZS,"Prevalence of HIV, female (% ages 15-24)"
1119,SH.HIV.1524.MA.ZS,"Prevalence of HIV, male (% ages 15-24)"
1120,SH.DYN.AIDS.ZS,"Prevalence of HIV, total (% of population ages 15-49)"
1121,SN.ITK.MSFI.ZS,Prevalence of moderate or severe food insecurity in the population (%)
1122,SH.STA.OWGH.ME.ZS,"Prevalence of overweight (modeled estimate, % of children under 5)"
1123,SH.STA.OWGH.ZS,"Prevalence of overweight, weight for height (% of children under 5)"
1124,SH.STA.OWGH.FE.ZS,"Prevalence of overweight, weight for height, female (% of children under 5)"
1125,SH.STA.OWGH.MA.ZS,"Prevalence of overweight, weight for height, male (% of children under 5)"
1126,SN.ITK.SVFI.ZS,Prevalence of severe food insecurity in the population (%)
1127,SH.SVR.WAST.ZS,"Prevalence of severe wasting, weight for height (% of children under 5)"
1128,SH.SVR.WAST.FE.ZS,"Prevalence of severe wasting, weight for height, female (% of children under 5)"
1129,SH.SVR.WAST.MA.ZS,"Prevalence of severe wasting, weight for height, male (% of children under 5)"
1130,SH.STA.STNT.ZS,"Prevalence of stunting, height for age (% of children under 5)"
1131,SH.STA.STNT.ME.ZS,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)"
1132,SH.STA.STNT.FE.ZS,"Prevalence of stunting, height for age, female (% of children under 5)"
1133,SH.STA.STNT.MA.ZS,"Prevalence of stunting, height for age, male (% of children under 5)"
1134,SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population)
1135,SH.STA.MALN.ZS,"Prevalence of underweight, weight for age (% of children under 5)"
1136,SH.STA.MALN.FE.ZS,"Prevalence of underweight, weight for age, female (% of children under 5)"
1137,SH.STA.MALN.MA.ZS,"Prevalence of underweight, weight for age, male (% of children under 5)"
1138,SH.STA.WAST.ZS,"Prevalence of wasting, weight for height (% of children under 5)"
1139,SH.STA.WAST.FE.ZS,"Prevalence of wasting, weight for height, female (% of children under 5)"
1140,SH.STA.WAST.MA.ZS,"Prevalence of wasting, weight for height, male (% of children under 5)"
1141,PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate
1142,SE.PRM.CMPT.FE.ZS,"Primary completion rate, female (% of relevant age group)"
1143,SE.PRM.CMPT.MA.ZS,"Primary completion rate, male (% of relevant age group)"
1144,SE.PRM.CMPT.ZS,"Primary completion rate, total (% of relevant age group)"
1145,SE.PRM.DURS,"Primary education, duration (years)"
1146,SE.PRM.ENRL,"Primary education, pupils"
1147,SE.PRM.ENRL.FE.ZS,"Primary education, pupils (% female)"
1148,SE.PRM.TCHR,"Primary education, teachers"
1149,SE.PRM.TCHR.FE.ZS,"Primary education, teachers (% female)"
1150,GF.XPD.BUDG.ZS,Primary government expenditures as a proportion of original approved budget (%)
1151,BM.GSR.FCTY.CD,"Primary income payments (BoP, current US$)"
1152,BX.GSR.FCTY.CD,"Primary income receipts (BoP, current US$)"
1153,SE.LPV.PRIM.SD,Primary school age children out-of-school (%)
1154,SE.PRM.AGES,Primary school starting age (years)
1155,IC.CRD.PRVT.ZS,Private credit bureau coverage (% of adults)
1156,SH.DYN.1014,"Probability of dying among adolescents ages 10-14 years (per 1,000)"
1157,SH.DYN.1519,"Probability of dying among adolescents ages 15-19 years (per 1,000)"
1158,SH.DYN.0509,"Probability of dying among children ages 5-9 years (per 1,000)"
1159,SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)"
1160,IC.WRH.PROC,Procedures to build a warehouse (number)
1161,IC.PRP.PROC,Procedures to register property (number)
1162,IC.TAX.PRFT.CP.ZS,Profit tax (% of commercial profits)
1163,SE.SEC.PROG.ZS,Progression to secondary school (%)
1164,SE.SEC.PROG.FE.ZS,"Progression to secondary school, female (%)"
1165,SE.SEC.PROG.MA.ZS,"Progression to secondary school, male (%)"
1166,SI.DST.50MD,Proportion of people living below 50 percent of median income (%)
1167,SH.UHC.NOP1.ZS,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1168,SH.UHC.NOP2.ZS,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1169,SH.UHC.NOPR.ZS,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)
1170,SH.UHC.FBP1.ZS,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1171,SH.UHC.FBP2.ZS,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1172,SH.UHC.FBPR.ZS,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%)
1173,SH.UHC.TOT1.ZS,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1174,SH.UHC.TOT2.ZS,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%)
1175,SH.UHC.TOTR.ZS,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%)
1176,SH.UHC.OOPC.10.ZS,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%)
1177,SH.UHC.OOPC.25.ZS,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%)
1178,SG.GEN.PARL.ZS,Proportion of seats held by women in national parliaments (%)
1179,SG.TIM.UWRK.FE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)"
1180,SG.TIM.UWRK.MA,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)"
1181,SG.VAW.1549.ZS,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49)
1182,DT.TDS.DPPG.XP.ZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)"
1183,DT.TDS.DPPG.GN.ZS,Public and publicly guaranteed debt service (% of GNI)
1184,IC.CRD.PUBL.ZS,Public credit registry coverage (% of adults)
1185,IE.PPN.ENGY.CD,Public private partnerships investment in energy (current US$)
1186,IE.PPN.ICTI.CD,Public private partnerships investment in ICT (current US$)
1187,IE.PPN.TRAN.CD,Public private partnerships investment in transport (current US$)
1188,IE.PPN.WATR.CD,Public private partnerships investment in water and sanitation (current US$)
1189,EP.PMP.DESL.CD,Pump price for diesel fuel (US$ per liter)
1190,EP.PMP.SGAS.CD,Pump price for gasoline (US$ per liter)
1191,SE.LPV.PRIM.LD,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold
1192,SE.SEC.ENRL.LO.TC.ZS,"Pupil-teacher ratio, lower secondary"
1193,SE.PRE.ENRL.TC.ZS,"Pupil-teacher ratio, preprimary"
1194,SE.PRM.ENRL.TC.ZS,"Pupil-teacher ratio, primary"
1195,SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary"
1196,SE.TER.ENRL.TC.ZS,"Pupil-teacher ratio, tertiary"
1197,SE.SEC.ENRL.UP.TC.ZS,"Pupil-teacher ratio, upper secondary"
1198,IS.RRS.TOTL.KM,Rail lines (total route-km)
1199,IS.RRS.GOOD.MT.K6,"Railways, goods transported (million ton-km)"
1200,IS.RRS.PASG.KM,"Railways, passengers carried (million passenger-km)"
1201,SL.TLF.CACT.FM.ZS,Ratio of female to male labor force participation rate (%) (modeled ILO estimate)
1202,SL.TLF.CACT.FM.NE.ZS,Ratio of female to male labor force participation rate (%) (national estimate)
1203,PX.REX.REER,Real effective exchange rate index (2010 = 100)
1204,FR.INR.RINR,Real interest rate (%)
1205,SM.POP.REFG,Refugee population by country or territory of asylum
1206,SM.POP.REFG.OR,Refugee population by country or territory of origin
1207,RQ.EST,Regulatory Quality: Estimate
1208,RQ.NO.SRC,Regulatory Quality: Number of Sources
1209,RQ.PER.RNK,Regulatory Quality: Percentile Rank
1210,RQ.PER.RNK.LOWER,"Regulatory Quality: Percentile Rank, Lower Bound of 90% Confidence Interval"
1211,RQ.PER.RNK.UPPER,"Regulatory Quality: Percentile Rank, Upper Bound of 90% Confidence Interval"
1212,RQ.STD.ERR,Regulatory Quality: Standard Error
1213,EG.ELC.RNEW.ZS,Renewable electricity output (% of total electricity output)
1214,EG.FEC.RNEW.ZS,Renewable energy consumption (% of total final energy consumption)
1215,ER.H2O.INTR.PC,Renewable internal freshwater resources per capita (cubic meters)
1216,ER.H2O.INTR.K3,"Renewable internal freshwater resources, total (billion cubic meters)"
1217,SE.PRM.REPT.FE.ZS,"Repeaters, primary, female (% of female enrollment)"
1218,SE.PRM.REPT.MA.ZS,"Repeaters, primary, male (% of male enrollment)"
1219,SE.PRM.REPT.ZS,"Repeaters, primary, total (% of total enrollment)"
1220,GB.XPD.RSDV.GD.ZS,Research and development expenditure (% of GDP)
1221,SP.POP.SCIE.RD.P6,Researchers in R&D (per million people)
1222,BN.RES.INCL.CD,"Reserves and related items (BoP, current US$)"
1223,GC.REV.XGRT.GD.ZS,"Revenue, excluding grants (% of GDP)"
1224,GC.REV.XGRT.CN,"Revenue, excluding grants (current LCU)"
1225,SH.SGR.CRSK.ZS,Risk of catastrophic expenditure for surgical care (% of people at risk)
1226,SH.SGR.IRSK.ZS,Risk of impoverishing expenditure for surgical care (% of people at risk)
1227,FR.INR.RISK,"Risk premium on lending (lending rate minus treasury bill rate, %)"
1228,RL.EST,Rule of Law: Estimate
1229,RL.NO.SRC,Rule of Law: Number of Sources
1230,RL.PER.RNK,Rule of Law: Percentile Rank
1231,RL.PER.RNK.LOWER,"Rule of Law: Percentile Rank, Lower Bound of 90% Confidence Interval"
1232,RL.PER.RNK.UPPER,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval"
1233,RL.STD.ERR,Rule of Law: Standard Error
1234,AG.LND.TOTL.RU.K2,Rural land area (sq. km)
1235,AG.LND.EL5M.RU.ZS,Rural land area where elevation is below 5 meters (% of total land area)
1236,AG.LND.EL5M.RU.K2,Rural land area where elevation is below 5 meters (sq. km)
1237,SP.RUR.TOTL,Rural population
1238,SP.RUR.TOTL.ZS,Rural population (% of total population)
1239,SP.RUR.TOTL.ZG,Rural population growth (annual %)
1240,EN.POP.EL5M.RU.ZS,Rural population living in areas where elevation is below 5 meters (% of total population)
1241,CM.MKT.INDX.ZG,S&P Global Equity Indices (annual % change)
1242,SE.PRE.ENRR,"School enrollment, preprimary (% gross)"
1243,SE.PRE.ENRR.FE,"School enrollment, preprimary, female (% gross)"
1244,SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)"
1245,SE.PRM.ENRR,"School enrollment, primary (% gross)"
1246,SE.PRM.NENR,"School enrollment, primary (% net)"
1247,SE.ENR.PRIM.FM.ZS,"School enrollment, primary (gross), gender parity index (GPI)"
1248,SE.ENR.PRSC.FM.ZS,"School enrollment, primary and secondary (gross), gender parity index (GPI)"
1249,SE.PRM.ENRR.FE,"School enrollment, primary, female (% gross)"
1250,SE.PRM.NENR.FE,"School enrollment, primary, female (% net)"
1251,SE.PRM.ENRR.MA,"School enrollment, primary, male (% gross)"
1252,SE.PRM.NENR.MA,"School enrollment, primary, male (% net)"
1253,SE.PRM.PRIV.ZS,"School enrollment, primary, private (% of total primary)"
1254,SE.SEC.ENRR,"School enrollment, secondary (% gross)"
1255,SE.SEC.NENR,"School enrollment, secondary (% net)"
1256,SE.ENR.SECO.FM.ZS,"School enrollment, secondary (gross), gender parity index (GPI)"
1257,SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)"
1258,SE.SEC.NENR.FE,"School enrollment, secondary, female (% net)"
1259,SE.SEC.ENRR.MA,"School enrollment, secondary, male (% gross)"
1260,SE.SEC.NENR.MA,"School enrollment, secondary, male (% net)"
1261,SE.SEC.PRIV.ZS,"School enrollment, secondary, private (% of total secondary)"
1262,SE.TER.ENRR,"School enrollment, tertiary (% gross)"
1263,SE.ENR.TERT.FM.ZS,"School enrollment, tertiary (gross), gender parity index (GPI)"
1264,SE.TER.ENRR.FE,"School enrollment, tertiary, female (% gross)"
1265,SE.TER.ENRR.MA,"School enrollment, tertiary, male (% gross)"
1266,IP.JRN.ARTC.SC,Scientific and technical journal articles
1267,SE.SEC.DURS,"Secondary education, duration (years)"
1268,SE.SEC.ENRL.GC,"Secondary education, general pupils"
1269,SE.SEC.ENRL.GC.FE.ZS,"Secondary education, general pupils (% female)"
1270,SE.SEC.ENRL,"Secondary education, pupils"
1271,SE.SEC.ENRL.FE.ZS,"Secondary education, pupils (% female)"
1272,SE.SEC.TCHR,"Secondary education, teachers"
1273,SE.SEC.TCHR.FE.ZS,"Secondary education, teachers (% female)"
1274,SE.SEC.TCHR.FE,"Secondary education, teachers, female"
1275,SE.SEC.ENRL.VO,"Secondary education, vocational pupils"
1276,SE.SEC.ENRL.VO.FE.ZS,"Secondary education, vocational pupils (% female)"
1277,BX.TRF.CURR.CD,"Secondary income receipts (BoP, current US$)"
1278,BM.TRF.PRVT.CD,"Secondary income, other sectors, payments (BoP, current US$)"
1279,IT.NET.SECR,Secure Internet servers
1280,IT.NET.SECR.P6,Secure Internet servers (per 1 million people)
1281,SL.EMP.SELF.FE.ZS,"Self-employed, female (% of female employment) (modeled ILO estimate)"
1282,SL.EMP.SELF.MA.ZS,"Self-employed, male (% of male employment) (modeled ILO estimate)"
1283,SL.EMP.SELF.ZS,"Self-employed, total (% of total employment) (modeled ILO estimate)"
1284,BX.GSR.NFSV.CD,"Service exports (BoP, current US$)"
1285,BM.GSR.NFSV.CD,"Service imports (BoP, current US$)"
1286,NV.SRV.TOTL.ZS,"Services, value added (% of GDP)"
1287,NV.SRV.TOTL.KD.ZG,"Services, value added (annual % growth)"
1288,NV.SRV.TOTL.KD,"Services, value added (constant 2015 US$)"
1289,NV.SRV.TOTL.KN,"Services, value added (constant LCU)"
1290,NV.SRV.TOTL.CN,"Services, value added (current LCU)"
1291,NV.SRV.TOTL.CD,"Services, value added (current US$)"
1292,NV.SRV.EMPL.KD,"Services, value added per worker (constant 2015 US$)"
1293,SP.POP.BRTH.MF,Sex ratio at birth (male births per female births)
1294,EN.ATM.SF6G.KT.CE,SF6 gas emissions (thousand metric tons of CO2 equivalent)
1295,TM.TAX.MRCH.IP.ZS,"Share of tariff lines with international peaks, all products (%)"
1296,TM.TAX.MANF.IP.ZS,"Share of tariff lines with international peaks, manufactured products (%)"
1297,TM.TAX.TCOM.IP.ZS,"Share of tariff lines with international peaks, primary products (%)"
1298,TM.TAX.MRCH.SR.ZS,"Share of tariff lines with specific rates, all products (%)"
1299,TM.TAX.MANF.SR.ZS,"Share of tariff lines with specific rates, manufactured products (%)"
1300,TM.TAX.TCOM.SR.ZS,"Share of tariff lines with specific rates, primary products (%)"
1301,SL.UEM.NEET.FE.ZS,"Share of youth not in education, employment or training, female (% of female youth population)"
1302,SL.UEM.NEET.MA.ZS,"Share of youth not in education, employment or training, male (% of male youth population)"
1303,SL.UEM.NEET.ZS,"Share of youth not in education, employment or training, total (% of youth population)"
1304,DT.DOD.DSTC.XP.ZS,"Short-term debt (% of exports of goods, services and primary income)"
1305,DT.DOD.DSTC.ZS,Short-term debt (% of total external debt)
1306,DT.DOD.DSTC.IR.ZS,Short-term debt (% of total reserves)
1307,GC.REV.SOCL.ZS,Social contributions (% of revenue)
1308,GC.REV.SOCL.CN,Social contributions (current LCU)
1309,IQ.SCI.SRCE,Source data assessment of statistical capacity (scale 0 - 100)
1310,SH.MED.SAOP.P5,"Specialist surgical workforce (per 100,000 population)"
1311,IC.REG.PROC,Start-up procedures to register a business (number)
1312,IC.REG.PROC.FE,"Start-up procedures to register a business, female (number)"
1313,IC.REG.PROC.MA,"Start-up procedures to register a business, male (number)"
1314,IQ.SCI.OVRL,Statistical Capacity Score (Overall Average) (scale 0 - 100)
1315,IQ.SPI.OVRL,Statistical performance indicators (SPI): Overall score (scale 0-100)
1316,IQ.SPI.PIL1,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)
1317,IQ.SPI.PIL2,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)
1318,IQ.SPI.PIL3,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)
1319,IQ.SPI.PIL4,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)
1320,IQ.SPI.PIL5,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)
1321,CM.MKT.TRAD.GD.ZS,"Stocks traded, total value (% of GDP)"
1322,CM.MKT.TRAD.CD,"Stocks traded, total value (current US$)"
1323,CM.MKT.TRNR,"Stocks traded, turnover ratio of domestic shares (%)"
1324,IC.LGL.CRED.XQ,Strength of legal rights index (0=weak to 12=strong)
1325,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense)
1326,GC.XPN.TRFT.CN,Subsidies and other transfers (current LCU)
1327,SH.STA.SUIC.P5,"Suicide mortality rate (per 100,000 population)"
1328,SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)"
1329,SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)"
1330,AG.SRF.TOTL.K2,Surface area (sq. km)
1331,SI.SPR.PC40,"Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)"
1332,SI.SPR.PCAP,"Survey mean consumption or income per capita, total population (2017 PPP $ per day)"
1333,SP.DYN.TO65.FE.ZS,"Survival to age 65, female (% of cohort)"
1334,SP.DYN.TO65.MA.ZS,"Survival to age 65, male (% of cohort)"
1335,TM.TAX.MRCH.SM.AR.ZS,"Tariff rate, applied, simple mean, all products (%)"
1336,TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)"
1337,TM.TAX.TCOM.SM.AR.ZS,"Tariff rate, applied, simple mean, primary products (%)"
1338,TM.TAX.MRCH.WM.AR.ZS,"Tariff rate, applied, weighted mean, all products (%)"
1339,TM.TAX.MANF.WM.AR.ZS,"Tariff rate, applied, weighted mean, manufactured products (%)"
1340,TM.TAX.TCOM.WM.AR.ZS,"Tariff rate, applied, weighted mean, primary products (%)"
1341,TM.TAX.MRCH.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, all products (%)"
1342,TM.TAX.MANF.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)"
1343,TM.TAX.TCOM.SM.FN.ZS,"Tariff rate, most favored nation, simple mean, primary products (%)"
1344,TM.TAX.MRCH.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, all products (%)"
1345,TM.TAX.MANF.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)"
1346,TM.TAX.TCOM.WM.FN.ZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
1347,IC.TAX.PAYM,Tax payments (number)
1348,GC.TAX.TOTL.GD.ZS,Tax revenue (% of GDP)
1349,GC.TAX.TOTL.CN,Tax revenue (current LCU)
1350,NY.TAX.NIND.KN,Taxes less subsidies on products (constant LCU)
1351,NY.TAX.NIND.CN,Taxes less subsidies on products (current LCU)
1352,NY.TAX.NIND.CD,Taxes less subsidies on products (current US$)
1353,GC.TAX.EXPT.ZS,Taxes on exports (% of tax revenue)
1354,GC.TAX.EXPT.CN,Taxes on exports (current LCU)
1355,GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue)
1356,GC.TAX.GSRV.VA.ZS,Taxes on goods and services (% value added of industry and services)
1357,GC.TAX.GSRV.CN,Taxes on goods and services (current LCU)
1358,GC.TAX.YPKG.RV.ZS,"Taxes on income, profits and capital gains (% of revenue)"
1359,GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)"
1360,GC.TAX.YPKG.CN,"Taxes on income, profits and capital gains (current LCU)"
1361,GC.TAX.INTT.RV.ZS,Taxes on international trade (% of revenue)
1362,GC.TAX.INTT.CN,Taxes on international trade (current LCU)
1363,BX.GRT.TECH.CD.WD,"Technical cooperation grants (BoP, current US$)"
1364,SP.POP.TECH.RD.P6,Technicians in R&D (per million people)
1365,SP.MTR.1519.ZS,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant)
1366,NY.TTF.GNFS.KN,Terms of trade adjustment (constant LCU)
1367,ER.PTD.TOTL.ZS,Terrestrial and marine protected areas (% of total territorial area)
1368,ER.LND.PTLD.ZS,Terrestrial protected areas (% of total land area)
1369,SE.TER.TCHR.FE.ZS,"Tertiary education, academic staff (% female)"
